"","Accn","Group","Organism.Taxonomic.ID","Organism.Name","SIN1","RICTOR","RAPTOR","TOR","LST8","D1","C.score","Frag.score","Class.name","Phylum.name","Order.name","Family.name","Genus.name","Source"
"670","GCA_026074375.1","Streptophyta",301880,"Tanacetum coccineum",NA,NA,"H","H","H","H",92.7,5.1,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Tanacetum","NCBI"
"671","GCA_026225825.1","Streptophyta",434235,"Pistacia integerrima",NA,NA,"H","H","M","H",77.1,16.1,"Magnoliopsida","Streptophyta","Sapindales","Anacardiaceae","Pistacia","NCBI"
"672","GCA_026229545.1","Streptophyta",434234,"Pistacia atlantica",NA,NA,NA,"H","H","H",72.7,17.8,"Magnoliopsida","Streptophyta","Sapindales","Anacardiaceae","Pistacia","NCBI"
"673","GCA_026261945.1","Streptophyta",71354,"Hirschfeldia incana",NA,NA,"H","H","H",NA,96,0.4,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Hirschfeldia","NCBI"
"674","GCA_026573395.1","Streptophyta",158149,"Paspalum vaginatum",NA,NA,"H","H","H","H",98.7,0.3,"Magnoliopsida","Streptophyta","Poales","Poaceae","Paspalum","NCBI"
"675","GCA_026586065.1","Streptophyta",325984,"Dioscorea zingiberensis",NA,NA,"H","H","H","H",96.2,1.4,"Magnoliopsida","Streptophyta","Dioscoreales","Dioscoreaceae","Dioscorea","NCBI"
"676","GCA_026901365.1","Streptophyta",485725,"Sesbania bispinosa",NA,NA,"H","H","H",NA,71.2,7.1,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Sesbania","NCBI"
"677","GCA_027562975.1","Streptophyta",2022672,"Rhynchospora breviuscula",NA,NA,"H","H","H","H",88.5,1.2,"Magnoliopsida","Streptophyta","Poales","Cyperaceae","Rhynchospora","NCBI"
"678","GCA_027725995.1","Streptophyta",198213,"Rhynchospora tenuis",NA,NA,"H","H","H","H",87.4,1.5,"Magnoliopsida","Streptophyta","Poales","Cyperaceae","Rhynchospora","NCBI"
"679","GCA_027726005.1","Streptophyta",13579,"Juncus effusus",NA,NA,"H","H","H","H",87.2,1.2,"Magnoliopsida","Streptophyta","Poales","Juncaceae","Juncus","NCBI"
"680","GCA_027943385.1","Streptophyta",2019903,"Closterium sp. NIES-68",NA,NA,"H","H","H",NA,53.2,5.9,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"681","GCA_027943415.1","Streptophyta",2790670,"Closterium sp. NIES-67",NA,NA,"H","H","H","H",55.8,5.8,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"682","GCA_028052125.1","Streptophyta",155640,"Melia azedarach",NA,NA,"H","H","H","H",97.6,1.4,"Magnoliopsida","Streptophyta","Sapindales","Meliaceae","Melia","NCBI"
"683","GCA_028095005.1","Streptophyta",906938,"Rhynchospora pubera",NA,NA,"H","H","H","H",91.6,0.8,"Magnoliopsida","Streptophyta","Poales","Cyperaceae","Rhynchospora","NCBI"
"684","GCA_028386065.3","Streptophyta",218843,"Turnera subulata",NA,NA,"H","H","M","H",87.5,5.3,"Magnoliopsida","Streptophyta","Malpighiales","Passifloraceae","Turnera","NCBI"
"685","GCA_028411795.1","Streptophyta",38846,"Euphorbia peplus",NA,NA,"H","H","H",NA,98.8,0.5,"Magnoliopsida","Streptophyta","Malpighiales","Euphorbiaceae","Euphorbia","NCBI"
"686","GCA_028583415.1","Streptophyta",273540,"Protea cynaroides",NA,NA,"H","H","H","H",97.9,1,"Magnoliopsida","Streptophyta","Proteales","Proteaceae","Protea","NCBI"
"687","GCA_029204005.1","Streptophyta",889485,"Salix udensis",NA,NA,"H","H","H",NA,77.8,11.8,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix","NCBI"
"688","GCA_029204225.1","Streptophyta",34168,"Diphasiastrum complanatum",NA,NA,"H","H","H","L",88.5,2.9,"Lycopodiopsida","Streptophyta","Lycopodiales","Lycopodiaceae","Diphasiastrum","NCBI"
"689","GCA_029216955.1","Streptophyta",29817,"Iris pallida",NA,NA,"H","H","H","H",82.8,6.9,"Magnoliopsida","Streptophyta","Asparagales","Iridaceae","Iris","NCBI"
"690","GCA_029228465.1","Streptophyta",40686,"Salix viminalis",NA,NA,"H","H","H",NA,87.8,7.2,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix","NCBI"
"691","GCA_029228485.1","Streptophyta",444605,"Populus alba x Populus x berolinensis",NA,NA,"H","H","H","H",92.1,3.4,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus","NCBI"
"692","GCA_029228495.1","Streptophyta",77065,"Salix purpurea",NA,NA,"H","H","H","H",86.1,8.2,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix","NCBI"
"693","GCA_029228605.1","Streptophyta",2511006,"Salix koriyanagi",NA,NA,"H","H","H","L",78.1,10.7,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix","NCBI"
"694","GCA_029379385.1","Streptophyta",32244,"Quillaja saponaria",NA,NA,"H","H","H","H",95.8,2.6,"Magnoliopsida","Streptophyta","Fabales","Quillajaceae","Quillaja","NCBI"
"695","GCA_029747015.1","Streptophyta",171969,"Carnegiea gigantea",NA,NA,"H","H","H","H",77.9,10.6,"Magnoliopsida","Streptophyta","Caryophyllales","Cactaceae","Carnegiea","NCBI"
"696","GCA_029783415.1","Streptophyta",402998,"Anisodus acutangulus",NA,NA,"H","H","H","H",95.8,1,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Anisodus","NCBI"
"697","GCA_029852735.1","Streptophyta",3435,"Persea americana","M",NA,"H","H","H","H",92.7,3.3,"Magnoliopsida","Streptophyta","Laurales","Lauraceae","Persea","NCBI"
"698","GCA_029891385.1","Streptophyta",1862640,"Erythroxylum novogranatense",NA,NA,"H","H","H","H",97.5,1.5,"Magnoliopsida","Streptophyta","Malpighiales","Erythroxylaceae","Erythroxylum","NCBI"
"699","GCA_030169165.1","Streptophyta",347529,"Centaurea solstitialis",NA,NA,"H","H","H","H",74.5,3.7,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Centaurea","NCBI"
"700","GCA_030254885.1","Streptophyta",103349,"Vitis rotundifolia",NA,NA,"M","H","H",NA,82.8,3.4,"Magnoliopsida","Streptophyta","Vitales","Vitaceae","Vitis","NCBI"
"701","GCA_030270665.1","Streptophyta",183268,"Hibiscus trionum",NA,NA,"H","H","H","M",98.8,0.6,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Hibiscus","NCBI"
"702","GCA_030272615.1","Streptophyta",3369,"Cryptomeria japonica",NA,NA,"H","H","H",NA,91.3,2.6,"Pinopsida","Streptophyta","Cupressales","Cupressaceae","Cryptomeria","NCBI"
"703","GCA_030408175.1","Streptophyta",3899,"Trifolium repens",NA,NA,"H","H","H","H",99.5,0.2,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Trifolium","NCBI"
"704","GCA_030490815.1","Streptophyta",4024,"Acer saccharum",NA,NA,"H","H","H","H",92.9,3.5,"Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Acer","NCBI"
"705","GCA_030737835.1","Streptophyta",55184,"Acorus gramineus",NA,NA,"H","H","H",NA,86.8,6.6,"Magnoliopsida","Streptophyta","Acorales","Acoraceae","Acorus","NCBI"
"706","GCA_030737845.1","Streptophyta",4465,"Acorus calamus",NA,NA,"H","H","H","H",89.5,5.7,"Magnoliopsida","Streptophyta","Acorales","Acoraceae","Acorus","NCBI"
"707","GCA_030848705.1","Streptophyta",360622,"Heracleum sosnowskyi",NA,NA,"H","H","H","M",96.8,1.1,"Magnoliopsida","Streptophyta","Apiales","Apiaceae","Heracleum","NCBI"
"708","GCA_030867185.1","Streptophyta",13708,"Tagetes erecta",NA,NA,"H","H","H","H",87.2,0.7,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Tagetes","NCBI"
"709","GCA_030979885.1","Streptophyta",4521,"Lolium multiflorum",NA,NA,"H","H","H","H",83.2,2,"Magnoliopsida","Streptophyta","Poales","Poaceae","Lolium","NCBI"
"710","GCA_031230405.1","Streptophyta",315347,"Solanum verrucosum",NA,NA,"H","H","M","H",86.6,9.6,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum","NCBI"
"711","GCA_032871835.1","Streptophyta",168575,"Dipteronia dyeriana",NA,NA,"H","H","H","H",97.1,1.5,"Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Dipteronia","NCBI"
"712","GCA_033065855.1","Streptophyta",112253,"Escallonia rubra",NA,NA,"H","H","H","H",87.5,8.5,"Magnoliopsida","Streptophyta","Escalloniales","Escalloniaceae","Escallonia","NCBI"
"713","GCA_033070095.1","Streptophyta",1293975,"Escallonia herrerae",NA,NA,"H","H","H","H",89.5,5.6,"Magnoliopsida","Streptophyta","Escalloniales","Escalloniaceae","Escallonia","NCBI"
"714","GCA_033220585.1","Streptophyta",43782,"Dipteronia sinensis",NA,NA,"H","H","H","H",91.2,5.2,"Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Dipteronia","NCBI"
"715","GCA_033239525.1","Streptophyta",150966,"Nepenthes gracilis",NA,NA,"H","H","H","H",94.4,2.7,"Magnoliopsida","Streptophyta","Caryophyllales","Nepenthaceae","Nepenthes","NCBI"
"716","GCA_033242285.1","Streptophyta",3494,"Ficus carica",NA,NA,"H","H","L","H",90,6.9,"Magnoliopsida","Streptophyta","Rosales","Moraceae","Ficus","NCBI"
"717","GCA_034222035.1","Streptophyta",499986,"Acacia crassicarpa",NA,NA,"H","H","H","H",98.3,0.6,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Acacia","NCBI"
"718","GCA_034359265.1","Streptophyta",4628,"Canna indica",NA,NA,"H","H","H","H",93.6,3.4,"Magnoliopsida","Streptophyta","Zingiberales","Cannaceae","Canna","NCBI"
"719","GCA_034509725.1","Streptophyta",2727404,"Sesamum angolense",NA,NA,"H","H","H","M",73.2,13.6,"Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum","NCBI"
"720","GCA_034509735.1","Streptophyta",300844,"Sesamum alatum",NA,NA,"H","H","H","M",93.5,1.9,"Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum","NCBI"
"721","GCA_034509755.1","Streptophyta",243964,"Anisodus tanguticus",NA,NA,"H","H","H","M",98.8,0.6,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Anisodus","NCBI"
"722","GCA_034814905.1","Streptophyta",160366,"Penstemon davidsonii",NA,NA,"H","H","H","H",49.9,3.3,"Magnoliopsida","Streptophyta","Lamiales","Plantaginaceae","Penstemon","NCBI"
"723","GCA_035136125.1","Streptophyta",3512,"Quercus rubra",NA,NA,"H","H","H","H",98.1,0.9,"Magnoliopsida","Streptophyta","Fagales","Fagaceae","Quercus","NCBI"
"724","GCA_035578085.1","Streptophyta",50273,"Solanum pinnatisectum",NA,NA,"H","H","H","H",97.8,0.6,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum","NCBI"
"725","GCA_035582445.1","Streptophyta",236973,"Trapa incisa",NA,NA,"H","H","H","H",94.6,2.1,"Magnoliopsida","Streptophyta","Myrtales","Lythraceae","Trapa","NCBI"
"726","GCA_035582545.1","Streptophyta",22666,"Trapa natans",NA,NA,"H","H","H","H",92.8,4.1,"Magnoliopsida","Streptophyta","Myrtales","Lythraceae","Trapa","NCBI"
"727","GCA_036250425.1","Streptophyta",79078,"Stylosanthes scabra",NA,NA,"H","H","H","H",94.1,3.8,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Stylosanthes","NCBI"
"728","GCA_036689595.1","Streptophyta",547442,"Paspalum notatum var. saurae",NA,NA,"H","H","H","H",91.9,2.4,"Magnoliopsida","Streptophyta","Poales","Poaceae","Paspalum","NCBI"
"729","GCA_036885675.1","Streptophyta",3915,"Vigna mungo",NA,NA,"L","H","H",NA,79.5,10.1,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vigna","NCBI"
"730","GCA_037074985.1","Streptophyta",147425,"Solanum bulbocastanum",NA,NA,"H","H","H","H",88.2,2.8,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum","NCBI"
"731","GCA_037126225.1","Streptophyta",194707,"Dillenia turbinata",NA,NA,"H","H","H","H",93.9,2.8,"Magnoliopsida","Streptophyta","Dilleniales","Dilleniaceae","Dillenia","NCBI"
"732","GCA_037953625.1","Streptophyta",3830,"Crotalaria pallida",NA,NA,"H","H","H","H",79.5,1.4,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Crotalaria","NCBI"
"733","GCA_037954015.1","Streptophyta",3891,"Psophocarpus tetragonolobus",NA,NA,"H","H","H","H",80,0.7,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Psophocarpus","NCBI"
"734","GCA_037954025.1","Streptophyta",3886,"Phaseolus coccineus",NA,NA,"H","H","H","H",93.9,0.4,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Phaseolus","NCBI"
"735","GCA_037954105.1","Streptophyta",3824,"Canavalia gladiata",NA,NA,"H","H","H","H",81.7,0.9,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Canavalia","NCBI"
"736","GCA_037962975.1","Streptophyta",43366,"Clitoria ternatea",NA,NA,"H","H","H","L",83.6,0.7,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Clitoria","NCBI"
"737","GCA_038485115.1","Streptophyta",183260,"Hibiscus sabdariffa",NA,NA,"H","H","H","H",88.5,1.8,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Hibiscus","NCBI"
"738","GCA_039513925.1","Streptophyta",2320716,"Platanthera zijinensis",NA,NA,"H","H","H","H",79.5,6.4,"Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Platanthera","NCBI"
"739","GCA_039583875.1","Streptophyta",2320717,"Platanthera guangdongensis",NA,NA,"H","H","H","M",58.1,11.1,"Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Platanthera","NCBI"
"740","GCA_039602395.1","Streptophyta",3103831,"Deinandra increscens subsp. villosa",NA,NA,"H","H","H","H",95.5,0.6,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Deinandra","NCBI"
"741","GCA_039657325.1","Streptophyta",152367,"Stephania cephalantha",NA,NA,"H","H",NA,"H",96,1.8,"Magnoliopsida","Streptophyta","Ranunculales","Menispermaceae","Stephania","NCBI"
"742","GCA_039657345.1","Streptophyta",461633,"Stephania japonica",NA,NA,"H","H","H","H",96.7,0.9,"Magnoliopsida","Streptophyta","Ranunculales","Menispermaceae","Stephania","NCBI"
"743","GCA_039657365.1","Streptophyta",152371,"Stephania yunnanensis",NA,NA,"H","H","H","H",96,1.2,"Magnoliopsida","Streptophyta","Ranunculales","Menispermaceae","Stephania","NCBI"
"744","GCA_039657385.1","Streptophyta",2935761,"Citrus x changshan-huyou",NA,NA,"H","H","H","H",94.7,2.1,"Magnoliopsida","Streptophyta","Sapindales","Rutaceae","Citrus","NCBI"
"745","GCA_039720395.1","Streptophyta",63359,"Liquidambar formosana",NA,NA,"H","H","H","H",83.1,11.4,"Magnoliopsida","Streptophyta","Saxifragales","Altingiaceae","Liquidambar","NCBI"
"746","GCA_040167595.1","Streptophyta",3572,"Saponaria officinalis",NA,NA,"H","H","H","H",98.9,0.4,"Magnoliopsida","Streptophyta","Caryophyllales","Caryophyllaceae","Saponaria","NCBI"
"747","GCA_040182985.1","Streptophyta",425828,"Lithocarpus litseifolius",NA,NA,"H","H","H","M",96,2.1,"Magnoliopsida","Streptophyta","Fagales","Fagaceae","Lithocarpus","NCBI"
"748","GCA_040183295.1","Streptophyta",59490,"Rubus argutus",NA,NA,"H","H","H","H",92.5,3.6,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Rubus","NCBI"
"749","GCA_040285695.1","Streptophyta",2727405,"Sesamum angustifolium",NA,NA,"H","H","H","L",70.6,14.3,"Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum","NCBI"
"750","GCA_040285715.1","Streptophyta",2727403,"Sesamum calycinum",NA,NA,"H","H","H","H",73.1,12.8,"Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum","NCBI"
"751","GCA_040286105.1","Streptophyta",2727402,"Sesamum latifolium",NA,NA,"H","H","H","H",75,13.1,"Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum","NCBI"
"752","GCA_040286145.1","Streptophyta",300843,"Sesamum radiatum",NA,NA,"H","H","H","M",83.6,9.9,"Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum","NCBI"
"753","GCA_040436765.1","Streptophyta",3656,"Cucumis melo",NA,NA,"H","H","H","H",91.3,3.3,"Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Cucumis","NCBI"
"754","GCA_040670175.1","Streptophyta",117978,"Dendrobium thyrsiflorum",NA,NA,"H","H","H","H",91.5,2.3,"Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Dendrobium","NCBI"
"755","GCA_040955855.1","Streptophyta",228776,"Cardamine amara subsp. amara",NA,NA,"H","H","H","H",95.5,0.7,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Cardamine","NCBI"
"756","GCA_041154625.1","Streptophyta",378228,"Prunus speciosa",NA,NA,"H","H","H","H",97.8,0.4,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus","NCBI"
"757","GCA_041381175.1","Streptophyta",28513,"Salvia divinorum",NA,NA,"H","H","H","H",98.5,0.6,"Magnoliopsida","Streptophyta","Lamiales","Lamiaceae","Salvia","NCBI"
"758","GCA_042100155.1","Streptophyta",4039,"Daucus carota",NA,NA,"H","H","H",NA,96.4,0.6,"Magnoliopsida","Streptophyta","Apiales","Apiaceae","Daucus","NCBI"
"759","GCA_043165305.1","Streptophyta",520843,"Flemingia macrophylla",NA,NA,"H","H","H","M",98.6,0.5,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Flemingia","NCBI"
"760","GCA_043235775.1","Streptophyta",126358,"Abeliophyllum distichum",NA,NA,"H","H","H","H",89.3,4.1,"Magnoliopsida","Streptophyta","Lamiales","Oleaceae","Abeliophyllum","NCBI"
"761","GCA_043237855.1","Streptophyta",205694,"Forsythia ovata",NA,NA,"H","H","H","H",92.6,3.6,"Magnoliopsida","Streptophyta","Lamiales","Oleaceae","Forsythia","NCBI"
"762","GCA_043381455.1","Streptophyta",41844,"Riccia fluitans",NA,NA,"H","H","H",NA,83.3,3,"Marchantiopsida","Streptophyta","Marchantiales","Ricciaceae","Riccia","NCBI"
"763","GCA_044505025.1","Streptophyta",338654,"Bienertia sinuspersici",NA,NA,NA,"H","M","H",72.2,12.8,"Magnoliopsida","Streptophyta","Caryophyllales","Chenopodiaceae","Bienertia","NCBI"
"764","GCA_045791845.1","Streptophyta",62892,"Solanum stoloniferum",NA,NA,"H","H","H","H",95.7,0.7,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum","NCBI"
"765","GCA_900059795.1","Streptophyta",49390,"Coffea canephora",NA,NA,"H","H","H",NA,93.9,3.9,"Magnoliopsida","Streptophyta","Gentianales","Rubiaceae","Coffea","NCBI"
"766","GCA_900231445.1","Streptophyta",4567,"Triticum turgidum subsp. durum",NA,NA,"H","H","H","H",96.5,0.8,"Magnoliopsida","Streptophyta","Poales","Poaceae","Triticum","NCBI"
"767","GCA_900332095.2","Streptophyta",132261,"Cuscuta campestris",NA,NA,"H","H","H","H",81.7,7.1,"Magnoliopsida","Streptophyta","Solanales","Convolvulaceae","Cuscuta","NCBI"
"768","GCA_902206195.3","Streptophyta",586526,"Arabis nemorensis",NA,NA,"H","H","H",NA,96.8,1.4,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabis","NCBI"
"769","GCA_902703425.1","Streptophyta",51605,"Spirodela intermedia",NA,NA,"H","H","H","H",86.5,5,"Magnoliopsida","Streptophyta","Alismatales","Araceae","Spirodela","NCBI"
"770","GCA_902706635.1","Streptophyta",68872,"Striga hermonthica",NA,NA,"H","H","H","M",90.7,4.5,"Magnoliopsida","Streptophyta","Lamiales","Orobanchaceae","Striga","NCBI"
"771","GCA_902713445.1","Streptophyta",158383,"Olea europaea subsp. europaea",NA,NA,"H","H","H","H",97.1,1.2,"Magnoliopsida","Streptophyta","Lamiales","Oleaceae","Olea","NCBI"
"772","GCA_902728155.2","Streptophyta",1685480,"Microthlaspi erraticum",NA,NA,"H","H","H","H",98.5,0.6,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Microthlaspi","NCBI"
"773","GCA_904845875.1","Streptophyta",422564,"Miscanthus lutarioriparius",NA,NA,"H","H","H","H",97.2,1.4,"Magnoliopsida","Streptophyta","Poales","Poaceae","Miscanthus","NCBI"
"774","GCA_905216605.1","Streptophyta",38785,"Arabidopsis arenosa",NA,NA,"H","H","H","M",95.5,0.9,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis","NCBI"
"775","GCA_911865555.2","Streptophyta",13288,"Thlaspi arvense",NA,NA,"H","H","H","L",87.3,2.5,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Thlaspi","NCBI"
"776","GCA_912172775.2","Streptophyta",56036,"Fraxinus pennsylvanica",NA,NA,"H","H","H",NA,82.4,2.4,"Magnoliopsida","Streptophyta","Lamiales","Oleaceae","Fraxinus","NCBI"
"777","GCA_928212115.1","Streptophyta",75947,"Lactuca virosa",NA,NA,"H","H","H","H",91.9,2.1,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Lactuca","NCBI"
"778","GCA_932364175.1","Streptophyta",29727,"Eruca vesicaria subsp. sativa",NA,NA,"H","H","H","M",98,0.9,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Eruca","NCBI"
"779","GCA_944990045.1","Streptophyta",59689,"Arabidopsis lyrata",NA,NA,"H","H","H","H",96.2,1.2,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis","NCBI"
"780","GCA_945859875.1","Streptophyta",41803,"Cuscuta europaea",NA,NA,"H","H","H","H",87.9,2.5,"Magnoliopsida","Streptophyta","Solanales","Convolvulaceae","Cuscuta","NCBI"
"781","GCA_945859915.1","Streptophyta",186058,"Cuscuta epithymum",NA,NA,"H","H","H","H",90.8,0.8,"Magnoliopsida","Streptophyta","Solanales","Convolvulaceae","Cuscuta","NCBI"
"782","GCA_946122785.1","Streptophyta",586396,"Linum tenue",NA,NA,"H","H","H","H",96,1.3,"Magnoliopsida","Streptophyta","Malpighiales","Linaceae","Linum","NCBI"
"783","GCA_947470075.1","Streptophyta",2996821,"Closterium sp. Yama58-4",NA,NA,"H","H","H",NA,45.1,9,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"784","GCA_947471745.1","Streptophyta",2996811,"Closterium sp. Naga37s-1",NA,NA,"H","H","H",NA,49.9,8.1,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"785","GCA_948144035.1","Streptophyta",3014308,"Closterium sp. NIES-64",NA,NA,"H","H","H",NA,44.2,9,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"786","GCA_948144175.1","Streptophyta",3014309,"Closterium sp. NIES-65",NA,NA,"H","H","H",NA,45,8.7,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"787","GCA_948472305.1","Streptophyta",3906,"Vicia faba",NA,NA,"H","H","H","H",96.1,2.4,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vicia","NCBI"
"788","GCA_949281255.1","Streptophyta",3014311,"Closterium sp. NIES-54",NA,NA,"M","H","H",NA,35.9,10.4,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"789","GCA_949281275.1","Streptophyta",3014310,"Closterium sp. NIES-53",NA,NA,"H","H","H",NA,36.8,10.9,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"790","GCA_949775105.1","Streptophyta",529605,"Oldenlandia corymbosa var. corymbosa",NA,NA,"H","H","H","H",94.1,1.2,"Magnoliopsida","Streptophyta","Gentianales","Rubiaceae","Oldenlandia","NCBI"
"791","GCA_949927565.1","Streptophyta",75948,"Lactuca saligna",NA,NA,"H","H","H","H",89.9,2.2,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Lactuca","NCBI"
"792","GCA_963425845.1","Streptophyta",92480,"Sphenostylis stenocarpa",NA,NA,"H","H","H","H",90,5.3,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Sphenostylis","NCBI"
"793","GCA_963454935.2","Streptophyta",185542,"Ilex paraguariensis",NA,NA,"H","H","H","H",75.2,16.4,"Magnoliopsida","Streptophyta","Aquifoliales","Aquifoliaceae","Ilex","NCBI"
"794","GCA_963859935.3","Streptophyta",3860,"Lathyrus sativus",NA,NA,"H","H","H","H",95.7,0.7,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Lathyrus","NCBI"
"795","GCA_963924115.1","Streptophyta",77055,"Dovyalis caffra",NA,NA,"H","H","H","H",88.3,5.9,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Dovyalis","NCBI"
"796","GCA_963970345.1","Streptophyta",128251,"Sphagnum troendelagicum",NA,NA,"H","H","H","H",87.7,2.1,"Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum","NCBI"
"797","GCA_963971075.1","Streptophyta",128206,"Sphagnum jensenii",NA,"M","H","H","H","H",88.2,1.9,"Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum","NCBI"
"798","GCA_963978565.1","Streptophyta",252529,"Citrullus colocynthis",NA,NA,"H","H","H",NA,95.2,1.5,"Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Citrullus","NCBI"
"799","GCA_964019355.1","Streptophyta",3873,"Lupinus luteus",NA,NA,"H","H","H","H",98.8,0.5,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Lupinus","NCBI"
"800","GCA_964030455.1","Streptophyta",586398,"Linum trigynum",NA,NA,"H","H","H",NA,97,1.2,"Magnoliopsida","Streptophyta","Malpighiales","Linaceae","Linum","NCBI"
"801","GCA_964030465.3","Streptophyta",240449,"Urochloa decumbens",NA,NA,"H","H","H","H",99.4,0.1,"Magnoliopsida","Streptophyta","Poales","Poaceae","Urochloa","NCBI"
"802","GCA_964267205.1","Streptophyta",151428,"Prunus brigantina",NA,NA,"H","H","H",NA,96.9,0.5,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus","NCBI"
"803","GCA_964270275.1","Streptophyta",213591,"Musa banksii",NA,NA,"H","H","H","L",95.9,1.5,"Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa","NCBI"
"804","GCA_964270295.1","Streptophyta",228183,"Musa textilis",NA,NA,"H","H","H","M",89.8,4,"Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa","NCBI"
"805","GCA_964270305.1","Streptophyta",214685,"Musa acuminata var. zebrina",NA,NA,"H","H","H","H",97.6,0.6,"Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa","NCBI"
"806","GCA_964270695.1","Streptophyta",491892,"Musa hybrid cultivar",NA,NA,"H","H","H","M",97.2,0.9,"Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa","NCBI"
"807","GCA_964271285.1","Streptophyta",81970,"Arabidopsis halleri",NA,NA,"H","H","H","H",97.2,0.7,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis","NCBI"
